timestamp,side,price,size,pnl,balance_after
2025-09-27 16:15,SELL,109435.61,0.091154,-1.80,9975.44
2025-09-27 17:25,BUY,109467.10,0.091127,0.00,9975.44
2025-09-27 21:15,SELL,109539.92,0.091127,6.64,9982.08
2025-09-28 06:15,BUY,109494.60,0.091165,0.00,9982.08
2025-09-28 06:25,SELL,109492.07,0.091165,-0.23,9981.85
2025-09-28 09:20,BUY,109509.34,0.091151,0.00,9981.85
2025-09-28 14:25,SELL,110146.05,0.091151,58.04,10039.89
2025-09-28 15:20,BUY,110252.25,0.091063,0.00,10039.89
2025-09-28 21:45,SELL,112079.50,0.091063,166.39,10206.28
2025-09-29 00:10,BUY,111895.16,0.091213,0.00,10206.28
2025-09-29 01:20,SELL,111638.42,0.091213,-23.42,10182.86
2025-09-29 02:35,BUY,111792.25,0.091087,0.00,10182.86
2025-09-29 03:05,SELL,111653.49,0.091087,-12.64,10170.22
2025-09-29 04:00,BUY,111910.48,0.090878,0.00,10170.22
2025-09-29 07:05,SELL,112044.03,0.090878,12.14,10182.36
2025-09-29 08:15,BUY,112191.38,0.090759,0.00,10182.36
2025-09-29 09:20,SELL,112211.29,0.090759,1.81,10184.17
2025-09-29 13:50,BUY,114018.00,0.089321,0.00,10184.17
2025-09-29 17:40,SELL,114218.42,0.089321,17.90,10202.07
2025-09-29 19:20,BUY,114375.99,0.089198,0.00,10202.07
2025-09-29 22:50,SELL,114572.66,0.089198,17.54,10219.61
2025-09-30 10:55,BUY,113503.98,0.090037,0.00,10219.61
2025-09-30 11:40,SELL,113062.90,0.090037,-39.71,10179.90
2025-09-30 20:20,BUY,114173.28,0.089162,0.00,10179.90
2025-09-30 23:15,SELL,114455.63,0.089162,25.17,10205.07
2025-10-01 00:35,BUY,114527.26,0.089106,0.00,10205.07
2025-10-01 02:35,SELL,114415.32,0.089106,-9.97,10195.10
2025-10-01 03:55,BUY,114555.48,0.088997,0.00,10195.10
2025-10-01 09:15,SELL,116577.99,0.088997,180.00,10375.09
2025-10-01 09:55,BUY,116741.51,0.088872,0.00,10375.09
2025-10-01 13:30,SELL,117471.30,0.088872,64.86,10439.95
2025-10-01 15:15,BUY,117451.72,0.088887,0.00,10439.95
2025-10-01 16:50,SELL,117390.13,0.088887,-5.47,10434.48
2025-10-01 22:55,BUY,118776.75,0.087850,0.00,10434.48
2025-10-02 00:30,SELL,118635.82,0.087850,-12.38,10422.10
2025-10-02 02:55,BUY,118644.51,0.087843,0.00,10422.10
2025-10-02 04:00,SELL,118561.86,0.087843,-7.26,10414.84
2025-10-02 04:50,BUY,118747.84,0.087705,0.00,10414.84
2025-10-02 07:05,SELL,118712.32,0.087705,-3.12,10411.72
2025-10-02 07:55,BUY,118896.04,0.087570,0.00,10411.72
2025-10-02 10:55,SELL,118928.15,0.087570,2.81,10414.53
2025-10-02 11:50,BUY,119715.50,0.086994,0.00,10414.53
2025-10-02 13:30,SELL,119511.13,0.086994,-17.78,10396.75
2025-10-02 14:15,BUY,120211.99,0.086487,0.00,10396.75
2025-10-02 16:50,SELL,120559.44,0.086487,30.05,10426.80
2025-10-02 19:30,BUY,120653.20,0.086420,0.00,10426.80
2025-10-02 20:25,SELL,120393.33,0.086420,-22.46,10404.35
2025-10-02 23:05,BUY,120465.97,0.086368,0.00,10404.35
2025-10-03 00:40,SELL,120115.02,0.086368,-30.31,10374.04
2025-10-03 05:00,BUY,120138.01,0.086351,0.00,10374.04
2025-10-03 07:40,SELL,120365.70,0.086351,19.66,10393.70
2025-10-03 09:20,BUY,120449.98,0.086291,0.00,10393.70
2025-10-03 10:20,SELL,120079.47,0.086291,-31.97,10361.73
2025-10-03 15:05,BUY,122468.16,0.084608,0.00,10361.73
2025-10-03 16:25,SELL,122270.01,0.084608,-16.76,10344.96
2025-10-03 18:25,BUY,122567.89,0.084402,0.00,10344.96
2025-10-03 19:30,SELL,122352.69,0.084402,-18.16,10326.80
2025-10-03 23:30,BUY,122144.28,0.084546,0.00,10326.80
2025-10-04 02:40,SELL,122628.00,0.084546,40.90,10367.69
2025-10-04 05:40,BUY,122401.88,0.084702,0.00,10367.69
2025-10-04 05:50,SELL,122322.01,0.084702,-6.77,10360.93
2025-10-04 09:05,BUY,122313.00,0.084708,0.00,10360.93
2025-10-04 10:55,SELL,122173.89,0.084708,-11.78,10349.15
2025-10-04 21:50,BUY,122432.01,0.084530,0.00,10349.15
2025-10-05 00:50,SELL,125310.48,0.084530,243.32,10592.46
2025-10-05 21:35,BUY,124056.56,0.085384,0.00,10592.46
2025-10-05 23:55,SELL,123958.47,0.085384,-8.38,10584.09
2025-10-06 02:25,BUY,123739.09,0.085536,0.00,10584.09
2025-10-06 03:50,SELL,123385.44,0.085536,-30.25,10553.84
2025-10-06 05:00,BUY,123888.79,0.085188,0.00,10553.84
2025-10-06 11:10,SELL,124686.66,0.085188,67.97,10621.81
2025-10-06 14:45,BUY,125529.71,0.084616,0.00,10621.81
2025-10-06 16:10,SELL,125506.00,0.084616,-2.01,10619.80
2025-10-06 18:35,BUY,125078.04,0.084905,0.00,10619.80
2025-10-06 19:00,SELL,125098.58,0.084905,1.74,10621.54
2025-10-06 21:10,BUY,125059.49,0.084932,0.00,10621.54
2025-10-06 21:45,SELL,124854.97,0.084932,-17.37,10604.17
2025-10-08 10:30,BUY,122629.17,0.086473,0.00,10604.17
2025-10-08 11:00,SELL,122350.21,0.086473,-24.12,10580.05
2025-10-08 12:35,BUY,122701.98,0.086226,0.00,10580.05
2025-10-08 15:05,SELL,123532.83,0.086226,71.64,10651.69
2025-10-08 18:20,BUY,123392.23,0.086324,0.00,10651.69
2025-10-08 20:15,SELL,123155.27,0.086324,-20.46,10631.24
2025-10-09 20:00,BUY,121714.51,0.087346,0.00,10631.24
2025-10-09 22:00,SELL,121688.93,0.087346,-2.23,10629.00
2025-10-10 01:50,BUY,121541.32,0.087452,0.00,10629.00
2025-10-10 03:20,SELL,121350.08,0.087452,-16.72,10612.28
2025-10-10 04:55,BUY,121516.57,0.087332,0.00,10612.28
2025-10-10 06:30,SELL,121367.00,0.087332,-13.06,10599.21
2025-10-12 06:00,BUY,111878.02,0.094739,0.00,10599.21
2025-10-12 09:10,SELL,111801.31,0.094739,-7.27,10591.95
2025-10-12 10:55,BUY,112972.01,0.093757,0.00,10591.95
2025-10-12 14:25,SELL,114111.66,0.093757,106.85,10698.80
2025-10-12 15:35,BUY,114403.41,0.093518,0.00,10698.80
2025-10-12 19:40,SELL,115058.44,0.093518,61.26,10760.06
2025-10-12 20:40,BUY,115099.99,0.093484,0.00,10760.06
2025-10-12 22:35,SELL,115449.95,0.093484,32.72,10792.77
2025-10-13 02:20,BUY,115099.98,0.093769,0.00,10792.77
2025-10-13 05:05,SELL,115269.29,0.093769,15.88,10808.65
2025-10-13 12:20,BUY,114930.93,0.094045,0.00,10808.65
2025-10-13 13:50,SELL,114363.49,0.094045,-53.36,10755.28
2025-10-14 17:25,BUY,112988.57,0.095189,0.00,10755.28
2025-10-14 20:10,SELL,113073.40,0.095189,8.07,10763.36
2025-10-14 22:25,BUY,113182.45,0.095097,0.00,10763.36
2025-10-14 23:20,SELL,112395.21,0.095097,-74.86,10688.49
2025-10-16 02:45,BUY,111383.44,0.095961,0.00,10688.49
2025-10-16 03:40,SELL,110905.17,0.095961,-45.90,10642.60
2025-10-16 05:45,BUY,111220.00,0.095690,0.00,10642.60
2025-10-16 08:05,SELL,111857.80,0.095690,61.03,10703.63
2025-10-17 14:35,BUY,106840.66,0.100183,0.00,10703.63
2025-10-17 15:50,SELL,106542.03,0.100183,-29.92,10673.71
2025-10-17 16:35,BUY,107026.89,0.099729,0.00,10673.71
2025-10-17 18:40,SELL,106931.45,0.099729,-9.52,10664.19
2025-10-17 21:00,BUY,106879.77,0.099777,0.00,10664.19
2025-10-17 22:45,SELL,106671.72,0.099777,-20.76,10643.43
2025-10-17 23:55,BUY,107139.92,0.099341,0.00,10643.43
2025-10-18 00:20,SELL,106746.00,0.099341,-39.13,10604.30
2025-10-18 02:05,BUY,106906.26,0.099193,0.00,10604.30
2025-10-18 04:20,SELL,106886.64,0.099193,-1.95,10602.35
2025-10-18 06:05,BUY,106902.01,0.099178,0.00,10602.35
2025-10-18 07:35,SELL,107008.64,0.099178,10.58,10612.93
2025-10-18 11:00,BUY,107080.01,0.099112,0.00,10612.93
2025-10-18 12:10,SELL,106994.00,0.099112,-8.52,10604.41
2025-10-18 18:00,BUY,107199.99,0.098922,0.00,10604.41
2025-10-18 19:30,SELL,107091.03,0.098922,-10.78,10593.63
2025-10-18 23:25,BUY,107110.55,0.098904,0.00,10593.63
2025-10-19 01:20,SELL,107151.00,0.098904,4.00,10597.63
2025-10-19 05:55,BUY,107560.08,0.098528,0.00,10597.63
2025-10-19 08:20,SELL,107650.05,0.098528,8.86,10606.49
2025-10-19 09:55,BUY,108064.41,0.098150,0.00,10606.49
2025-10-19 12:35,SELL,108372.02,0.098150,30.19,10636.68
2025-10-19 18:20,BUY,109238.80,0.097371,0.00,10636.68
2025-10-19 19:35,SELL,108792.51,0.097371,-43.46,10593.23
2025-10-20 08:10,BUY,110950.03,0.095477,0.00,10593.23
2025-10-20 09:20,SELL,110680.02,0.095477,-25.78,10567.45
2025-10-20 10:05,BUY,111084.01,0.095130,0.00,10567.45
2025-10-20 12:30,SELL,111020.57,0.095130,-6.04,10561.41
2025-10-20 14:45,BUY,110805.99,0.095314,0.00,10561.41
2025-10-20 17:45,SELL,110709.77,0.095314,-9.17,10552.24
2025-10-21 10:15,BUY,109796.18,0.096108,0.00,10552.24
2025-10-21 11:00,SELL,112239.71,0.096108,234.84,10787.08
2025-10-22 11:10,BUY,108770.39,0.099173,0.00,10787.08
2025-10-22 13:05,SELL,108091.93,0.099173,-67.28,10719.80
2025-10-23 06:35,BUY,109562.00,0.097842,0.00,10719.80
2025-10-23 07:35,SELL,109281.56,0.097842,-27.44,10692.36
2025-10-23 09:40,BUY,109596.81,0.097561,0.00,10692.36
2025-10-23 15:05,SELL,110159.16,0.097561,54.86,10747.22
2025-10-23 18:30,BUY,110042.00,0.097665,0.00,10747.22
2025-10-23 23:40,SELL,110388.86,0.097665,33.88,10781.10
2025-10-24 00:25,BUY,110820.13,0.097285,0.00,10781.10
2025-10-24 03:40,SELL,111160.63,0.097285,33.13,10814.22
2025-10-24 05:20,BUY,111374.39,0.097098,0.00,10814.22
2025-10-24 06:45,SELL,111212.14,0.097098,-15.75,10798.47
2025-10-24 08:35,BUY,111597.48,0.096763,0.00,10798.47
2025-10-24 09:45,SELL,110694.00,0.096763,-87.42,10711.05
2025-10-24 21:40,BUY,111005.19,0.096491,0.00,10711.05
2025-10-25 06:05,SELL,111545.46,0.096491,52.13,10763.18
2025-10-25 07:40,BUY,111647.00,0.096404,0.00,10763.18
2025-10-25 10:05,SELL,111751.24,0.096404,10.05,10773.23
2025-10-25 18:40,BUY,111575.00,0.096556,0.00,10773.23
2025-10-25 22:10,SELL,111524.12,0.096556,-4.91,10768.32
2025-10-26 13:05,BUY,113568.14,0.094818,0.00,10768.32
2025-10-26 14:10,SELL,113520.85,0.094818,-4.48,10763.83
2025-10-26 14:40,BUY,113750.00,0.094627,0.00,10763.83
2025-10-26 16:15,SELL,113537.19,0.094627,-20.14,10743.69
2025-10-26 18:00,BUY,113493.44,0.094664,0.00,10743.69
2025-10-26 22:55,SELL,114840.25,0.094664,127.49,10871.19
2025-10-27 00:25,BUY,115208.89,0.094361,0.00,10871.19
2025-10-27 04:05,SELL,115512.01,0.094361,28.60,10899.79
2025-10-27 06:15,BUY,115351.42,0.094492,0.00,10899.79
2025-10-27 07:55,SELL,115344.15,0.094492,-0.69,10899.10
2025-10-27 11:40,BUY,115035.99,0.094745,0.00,10899.10
2025-10-27 14:55,SELL,115421.62,0.094745,36.54,10935.64
2025-10-28 09:10,BUY,114816.06,0.095245,0.00,10935.64
2025-10-28 11:15,SELL,115340.27,0.095245,49.93,10985.57
2025-10-28 12:55,BUY,115444.40,0.095159,0.00,10985.57
2025-10-28 14:30,SELL,114894.35,0.095159,-52.34,10933.23
2025-10-31 00:10,BUY,109449.39,0.099893,0.00,10933.23
2025-10-31 02:25,SELL,109645.57,0.099893,19.60,10952.82
2025-10-31 04:45,BUY,109756.16,0.099792,0.00,10952.82
2025-10-31 06:30,SELL,109820.19,0.099792,6.39,10959.21
2025-10-31 08:05,BUY,110524.46,0.099156,0.00,10959.21
2025-10-31 09:10,SELL,109811.50,0.099156,-70.69,10888.52
2025-10-31 10:30,BUY,109740.90,0.099220,0.00,10888.52
2025-10-31 12:15,SELL,110035.99,0.099220,29.28,10917.80
2025-10-31 14:45,BUY,109666.08,0.099555,0.00,10917.80
2025-10-31 17:00,SELL,109423.43,0.099555,-24.16,10893.64
2025-10-31 18:20,BUY,109732.00,0.099275,0.00,10893.64
2025-10-31 19:25,SELL,109549.43,0.099275,-18.12,10875.52
2025-10-31 21:00,BUY,109675.44,0.099161,0.00,10875.52
2025-10-31 22:30,SELL,109588.85,0.099161,-8.59,10866.93
2025-10-31 23:15,BUY,109828.09,0.098945,0.00,10866.93
2025-11-01 01:35,SELL,110133.12,0.098945,30.18,10897.11
2025-11-01 03:45,BUY,110049.94,0.099020,0.00,10897.11
2025-11-01 05:45,SELL,109943.05,0.099020,-10.58,10886.53
2025-11-01 07:10,BUY,110143.48,0.098839,0.00,10886.53
2025-11-01 08:50,SELL,109986.84,0.098839,-15.48,10871.04
2025-11-01 11:05,BUY,109930.80,0.098890,0.00,10871.04
2025-11-01 13:55,SELL,110171.26,0.098890,23.78,10894.82
2025-11-01 15:25,BUY,110239.48,0.098829,0.00,10894.82
2025-11-01 15:45,SELL,110246.03,0.098829,0.65,10895.47
2025-11-01 22:40,BUY,110064.00,0.098992,0.00,10895.47
2025-11-01 23:35,SELL,110006.52,0.098992,-5.69,10889.78
2025-11-02 06:35,BUY,110775.50,0.098305,0.00,10889.78
2025-11-02 08:05,SELL,110636.00,0.098305,-13.71,10876.07
2025-11-02 10:35,BUY,110527.96,0.098401,0.00,10876.07
2025-11-02 10:45,SELL,110260.68,0.098401,-26.30,10849.77
2025-11-05 00:05,BUY,102008.51,0.106361,0.00,10849.77
2025-11-05 00:45,SELL,101789.22,0.106361,-23.32,10826.44
2025-11-05 01:55,BUY,101969.40,0.106173,0.00,10826.44
2025-11-05 03:15,SELL,101707.18,0.106173,-27.84,10798.60
2025-11-05 06:55,BUY,102001.51,0.105867,0.00,10798.60
2025-11-05 13:30,SELL,104110.16,0.105867,223.24,11021.84
2025-11-05 18:15,BUY,103772.08,0.106212,0.00,11021.84
2025-11-05 19:35,SELL,103370.73,0.106212,-42.63,10979.21
2025-11-05 22:05,BUY,103483.59,0.106096,0.00,10979.21
2025-11-06 00:35,SELL,103374.01,0.106096,-11.63,10967.58
2025-11-06 08:35,BUY,103271.05,0.106202,0.00,10967.58
2025-11-06 09:40,SELL,102400.00,0.106202,-92.51,10875.08
2025-11-07 00:15,BUY,102369.30,0.106234,0.00,10875.08
2025-11-07 01:55,SELL,101864.63,0.106234,-53.61,10821.46
2025-11-07 21:20,BUY,103162.15,0.104898,0.00,10821.46
2025-11-07 22:30,SELL,103049.33,0.104898,-11.83,10809.63
2025-11-08 05:40,BUY,102508.03,0.105452,0.00,10809.63
2025-11-08 06:40,SELL,102080.19,0.105452,-45.12,10764.51
2025-11-08 23:25,BUY,102014.04,0.105520,0.00,10764.51
2025-11-09 02:05,SELL,101766.90,0.105520,-26.08,10738.43
2025-11-09 06:10,BUY,102022.09,0.105256,0.00,10738.43
2025-11-09 11:50,SELL,103651.81,0.105256,171.54,10909.97
2025-11-09 13:10,BUY,103646.61,0.105261,0.00,10909.97
2025-11-09 16:10,SELL,104517.91,0.105261,91.71,11001.69
2025-11-09 18:00,BUY,104717.38,0.105061,0.00,11001.69
2025-11-09 21:25,SELL,105901.89,0.105061,124.45,11126.13
2025-11-09 22:30,BUY,105942.41,0.105021,0.00,11126.13
2025-11-10 03:35,SELL,106014.41,0.105021,7.56,11133.69
2025-11-10 04:45,BUY,106494.01,0.104548,0.00,11133.69
2025-11-10 05:50,SELL,106075.88,0.104548,-43.71,11089.98
2025-11-10 08:15,BUY,106235.00,0.104391,0.00,11089.98
2025-11-10 09:40,SELL,105605.99,0.104391,-65.66,11024.32
2025-11-10 15:00,BUY,105797.98,0.104202,0.00,11024.32
2025-11-10 16:25,SELL,105569.99,0.104202,-23.76,11000.56
2025-11-10 18:00,BUY,106027.56,0.103752,0.00,11000.56
2025-11-10 19:35,SELL,105774.01,0.103752,-26.31,10974.25
2025-11-10 20:15,BUY,106226.36,0.103310,0.00,10974.25
2025-11-10 23:15,SELL,106132.50,0.103310,-9.70,10964.56
2025-11-12 03:35,BUY,103945.28,0.105484,0.00,10964.56
2025-11-12 08:10,SELL,104824.51,0.105484,92.74,11057.30
2025-11-12 09:05,BUY,104822.26,0.105486,0.00,11057.30
2025-11-12 09:25,SELL,104842.66,0.105486,2.15,11059.45
2025-11-13 00:35,BUY,102350.80,0.108054,0.00,11059.45
2025-11-13 03:20,SELL,103455.65,0.108054,119.38,11178.84
2025-11-13 03:50,BUY,103635.96,0.107866,0.00,11178.84
2025-11-13 04:05,SELL,103555.54,0.107866,-8.67,11170.16
2025-11-13 06:25,BUY,102925.69,0.108526,0.00,11170.16
2025-11-13 06:50,SELL,102966.99,0.108526,4.48,11174.64
2025-11-13 07:45,BUY,103150.00,0.108334,0.00,11174.64
2025-11-13 08:30,SELL,102521.67,0.108334,-68.07,11106.57
2025-11-15 01:05,BUY,96189.33,0.115466,0.00,11106.57
2025-11-15 02:15,SELL,96091.50,0.115466,-11.30,11095.28
2025-11-15 12:55,BUY,96136.59,0.115412,0.00,11095.28
2025-11-15 14:00,SELL,95990.01,0.115412,-16.92,11078.36
2025-11-16 00:10,BUY,95889.99,0.115532,0.00,11078.36
2025-11-16 02:10,SELL,95826.05,0.115532,-7.39,11070.97
2025-11-16 03:00,BUY,96018.09,0.115301,0.00,11070.97
2025-11-16 06:25,SELL,95665.15,0.115301,-40.69,11030.28
2025-11-17 02:10,BUY,95355.85,0.115675,0.00,11030.28
2025-11-17 04:20,SELL,95685.47,0.115675,38.13,11068.41
2025-11-17 04:55,BUY,95559.32,0.115828,0.00,11068.41
2025-11-17 05:20,SELL,95634.06,0.115828,8.66,11077.07
2025-11-18 08:00,BUY,91411.51,0.121178,0.00,11077.07
2025-11-18 08:35,SELL,91076.16,0.121178,-40.64,11036.43
2025-11-18 09:30,BUY,91684.00,0.120375,0.00,11036.43
2025-11-18 11:30,SELL,93658.01,0.120375,237.62,11274.05
2025-11-18 14:15,BUY,93423.63,0.120677,0.00,11274.05
2025-11-18 14:45,SELL,93137.81,0.120677,-34.49,11239.56
2025-11-18 17:35,BUY,93361.48,0.120388,0.00,11239.56
2025-11-18 18:40,SELL,92913.92,0.120388,-53.88,11185.68
2025-11-18 21:15,BUY,92668.76,0.120706,0.00,11185.68
2025-11-18 22:30,SELL,92234.43,0.120706,-52.43,11133.25
2025-11-19 10:00,BUY,91666.02,0.121454,0.00,11133.25
2025-11-19 10:35,SELL,90661.28,0.121454,-122.03,11011.22
2025-11-20 00:05,BUY,92915.64,0.118508,0.00,11011.22
2025-11-20 01:35,SELL,92178.20,0.118508,-87.39,10923.83
2025-11-20 03:20,BUY,92119.38,0.118583,0.00,10923.83
2025-11-20 04:20,SELL,91849.47,0.118583,-32.01,10891.82
2025-11-20 07:00,BUY,91834.69,0.118602,0.00,10891.82
2025-11-20 09:00,SELL,91436.94,0.118602,-47.17,10844.65
2025-11-21 12:05,BUY,84912.97,0.127715,0.00,10844.65
2025-11-21 13:10,SELL,84050.04,0.127715,-110.21,10734.44
2025-11-21 18:55,BUY,85042.00,0.126225,0.00,10734.44
2025-11-21 20:10,SELL,84563.31,0.126225,-60.42,10674.02
2025-11-22 11:35,BUY,84496.90,0.126324,0.00,10674.02
2025-11-22 13:25,SELL,84557.91,0.126324,7.71,10681.72
2025-11-22 14:05,BUY,84572.47,0.126303,0.00,10681.72
2025-11-22 15:50,SELL,84265.78,0.126303,-38.74,10642.99
2025-11-22 17:30,BUY,84559.14,0.125864,0.00,10642.99
2025-11-22 23:00,SELL,86262.72,0.125864,214.42,10857.41
2025-11-23 07:05,BUY,86400.58,0.125664,0.00,10857.41
2025-11-23 10:15,SELL,86658.45,0.125664,32.40,10889.81
2025-11-23 13:40,BUY,87101.02,0.125025,0.00,10889.81
2025-11-23 16:25,SELL,87414.38,0.125025,39.18,10928.99
2025-11-24 00:35,BUY,87422.03,0.125014,0.00,10928.99
2025-11-24 01:40,SELL,86936.23,0.125014,-60.73,10868.26
2025-11-24 15:30,BUY,88835.01,0.122342,0.00,10868.26
2025-11-24 17:20,SELL,88901.55,0.122342,8.14,10876.40
2025-11-24 23:05,BUY,87899.88,0.123736,0.00,10876.40
2025-11-25 01:25,SELL,88029.73,0.123736,16.07,10892.47
2025-11-25 17:55,BUY,87258.67,0.124830,0.00,10892.47
2025-11-25 20:15,SELL,87482.66,0.124830,27.96,10920.43
2025-11-26 00:30,BUY,87513.40,0.124786,0.00,10920.43
2025-11-26 03:30,SELL,87518.47,0.124786,0.63,10921.06
2025-11-26 11:15,BUY,87535.09,0.124762,0.00,10921.06
2025-11-26 12:45,SELL,89477.88,0.124762,242.39,11163.45
2025-11-26 16:25,BUY,90001.61,0.124036,0.00,11163.45
2025-11-26 19:25,SELL,90183.90,0.124036,22.61,11186.06
2025-11-26 20:05,BUY,90652.62,0.123395,0.00,11186.06
2025-11-26 23:05,SELL,91073.99,0.123395,51.99,11238.05
2025-11-27 00:20,BUY,91229.86,0.123184,0.00,11238.05
2025-11-27 01:00,SELL,90949.31,0.123184,-34.56,11203.49
2025-11-27 01:40,BUY,91366.40,0.122622,0.00,11203.49
2025-11-27 06:00,SELL,91595.96,0.122622,28.15,11231.64
2025-11-27 10:25,BUY,90878.02,0.123590,0.00,11231.64
2025-11-27 15:15,SELL,91487.12,0.123590,75.28,11306.92
2025-11-27 16:55,BUY,91475.02,0.123607,0.00,11306.92
2025-11-27 17:05,SELL,91406.32,0.123607,-8.49,11298.43
2025-11-28 04:00,BUY,91676.09,0.123243,0.00,11298.43
2025-11-28 06:20,SELL,91154.13,0.123243,-64.33,11234.10
2025-11-28 07:35,BUY,91591.54,0.122654,0.00,11234.10
2025-11-28 11:15,SELL,91903.04,0.122654,38.21,11272.31
2025-11-29 10:15,BUY,90789.24,0.124159,0.00,11272.31
2025-11-29 12:15,SELL,90738.95,0.124159,-6.24,11266.06
2025-11-29 19:10,BUY,90922.75,0.123908,0.00,11266.06
2025-11-29 21:50,SELL,90863.51,0.123908,-7.34,11258.72
2025-11-29 23:10,BUY,90960.40,0.123776,0.00,11258.72
2025-11-30 00:20,SELL,90749.79,0.123776,-26.07,11232.65
2025-11-30 01:35,BUY,90958.69,0.123492,0.00,11232.65
2025-11-30 05:45,SELL,91229.11,0.123492,33.39,11266.05
2025-11-30 07:45,BUY,91462.10,0.123177,0.00,11266.05
2025-11-30 09:45,SELL,91364.00,0.123177,-12.08,11253.96
2025-11-30 11:25,BUY,91729.30,0.122687,0.00,11253.96
2025-11-30 12:35,SELL,91380.81,0.122687,-42.76,11211.21
2025-11-30 14:35,BUY,91322.00,0.122766,0.00,11211.21
2025-11-30 15:40,SELL,91219.55,0.122766,-12.58,11198.63
2025-12-01 20:10,BUY,86981.98,0.128747,0.00,11198.63
2025-12-01 22:15,SELL,86616.56,0.128747,-47.05,11151.59
2025-12-01 22:55,BUY,86844.45,0.128409,0.00,11151.59
2025-12-02 01:05,SELL,86908.03,0.128409,8.16,11159.75
2025-12-02 01:45,BUY,87150.95,0.128051,0.00,11159.75
2025-12-02 02:40,SELL,86994.60,0.128051,-20.02,11139.73
2025-12-02 05:00,BUY,86762.91,0.128393,0.00,11139.73
2025-12-02 08:05,SELL,87145.81,0.128393,49.16,11188.89
2025-12-02 08:50,BUY,87553.84,0.127794,0.00,11188.89
2025-12-02 10:05,SELL,90019.99,0.127794,315.16,11504.05
2025-12-02 17:00,BUY,91597.23,0.125594,0.00,11504.05
2025-12-02 18:50,SELL,91428.52,0.125594,-21.19,11482.86
2025-12-02 20:20,BUY,91880.16,0.124977,0.00,11482.86
2025-12-03 01:05,SELL,93813.78,0.124977,241.66,11724.52
2025-12-03 04:50,BUY,92986.55,0.126088,0.00,11724.52
2025-12-03 06:15,SELL,92780.01,0.126088,-26.04,11698.48
2025-12-03 08:15,BUY,92958.08,0.125847,0.00,11698.48
2025-12-03 09:05,SELL,91769.18,0.125847,-149.62,11548.86
2025-12-03 15:15,BUY,92992.55,0.124191,0.00,11548.86
2025-12-03 19:00,SELL,93452.02,0.124191,57.06,11605.92
2025-12-03 20:40,BUY,93520.03,0.124101,0.00,11605.92
2025-12-03 22:55,SELL,93575.00,0.124101,6.82,11612.74
2025-12-04 01:55,BUY,93156.04,0.124659,0.00,11612.74
2025-12-04 05:50,SELL,93256.22,0.124659,12.49,11625.23
2025-12-04 10:45,BUY,93062.27,0.124919,0.00,11625.23
2025-12-04 12:05,SELL,92315.99,0.124919,-93.22,11532.01
2025-12-06 11:20,BUY,89938.16,0.128221,0.00,11532.01
