timestamp,open,high,low,close,volume
1758059700000,116763.76,116899.94,116763.75,116838.08,19.74174034
1758060000000,116838.04,116966.38,116838.04,116940.45,60.8268334
1758060300000,116940.46,117000,116940.46,116987.79,40.26198228
1758060600000,116987.79,116987.8,116929.47,116929.48,17.69930022
1758060900000,116929.47,116979.44,116875.62,116949.26,14.6853206
1758061200000,116949.26,116978.92,116931.43,116972.15,11.26708081
1758061500000,116972.15,116977.84,116896.1,116899.11,13.33439669
1758061800000,116899.12,116916.11,116732.64,116742.36,27.20400087
1758062100000,116742.35,116838.29,116742.35,116826.16,15.60112869
1758062400000,116826.16,116840.48,116813.61,116824.7,17.85587883
1758062700000,116824.69,116895.99,116806.91,116882.76,19.46236345
1758063000000,116882.76,116923.06,116870.16,116886.22,20.58064602
1758063300000,116886.22,116899.33,116860.25,116892.33,13.27746028
1758063600000,116892.34,116923.13,116850.87,116886.71,16.33778447
1758063900000,116886.72,116949.94,116877,116949.93,6.00532057
1758064200000,116949.93,116949.96,116914.88,116941.87,6.48264419
1758064500000,116941.86,116965.91,116820.77,116820.79,18.67585134
1758064800000,116820.79,116870.85,116763.33,116765.2,10.06806404
1758065100000,116765.21,116810.79,116765.2,116774.87,6.96488284
1758065400000,116774.88,116886.03,116774.87,116857.9,16.82662837
1758065700000,116857.9,116899.79,116814.44,116815.3,9.10727876
1758066000000,116815.29,116823.2,116726.02,116738.53,22.62848803
1758066300000,116738.52,116749.58,116666.6,116732.03,20.20782827
1758066600000,116732.04,116782,116716.02,116779.19,3.88749118
1758066900000,116779.18,116845.92,116779.18,116832.56,8.53288635
1758067200000,116832.56,116878.26,116742.83,116783.75,23.60151281
1758067500000,116783.75,116794.73,116737.94,116746.4,5.88827136
1758067800000,116746.41,116767.52,116659.5,116659.5,17.62308954
1758068100000,116659.51,116751.7,116659.51,116751.7,15.6952965
1758068400000,116751.7,116787.99,116700,116704.63,18.52616988
1758068700000,116704.63,116783.51,116704.63,116733.66,16.40214918
1758069000000,116733.67,116752.18,116667.76,116669.4,7.40823725
1758069300000,116669.39,116743.02,116652.14,116685.79,9.36385167
1758069600000,116685.79,116741.55,116685.57,116741.05,13.85774977
1758070200000,116688.01,116688.11,116613,116654,17.74756449
1758070500000,116653.99,116674,116598.75,116620.04,16.16493212
1758070800000,116620.04,116638.1,116606.98,116613.85,7.69859488
1758071100000,116613.85,116652.55,116606.97,116627.98,8.45327829
1758071400000,116627.97,116674.09,116626.12,116674.08,6.99274097
1758071700000,116674.09,116782.71,116551.6,116777.52,25.50214807
1758072000000,116777.51,116819.04,116594.03,116712.06,28.29018549
1758072300000,116712.05,116767.96,116619.84,116767.96,12.99302088
1758072600000,116767.95,116767.96,116623.59,116640.03,23.24198781
1758072900000,116640.03,116724.99,116580.03,116716.1,17.76568701
1758073200000,116716.1,116737.59,116686.77,116696.27,9.91043385
1758073500000,116696.27,116735.87,116651.55,116682.24,9.64059958
1758073800000,116682.24,116729.31,116641.3,116668.04,6.38163174
1758074100000,116668.04,116720,116660.69,116720,4.97310201
1758074400000,116720,116720,116619,116627.94,11.23985623
1758074700000,116627.95,116653.28,116603.5,116605.2,10.52023193
1758075000000,116605.19,116710,116601,116707.37,14.28939886
1758075300000,116707.37,116811.32,116707.36,116780.91,15.97724012
1758075600000,116780.92,116780.92,116711.9,116758.87,8.46937023
1758075900000,116758.87,116829.4,116754.88,116818.01,13.63230818
1758076200000,116818.01,116899.82,116815.35,116853.1,18.55143824
1758076500000,116853.11,116941.35,116833.88,116912.72,53.86163604
1758076800000,116912.72,116975.61,116900.53,116930.6,17.74531933
1758077100000,116930.59,116993.68,116905.44,116932,11.98761047
1758077400000,116932,117146.19,116811.99,116833.05,115.33527009
1758077700000,116834.63,116834.63,116725.21,116728.96,21.93374789
1758078000000,116728.96,116749.31,116659.16,116716.14,10.5902205
1758078300000,116709.62,116817.76,116702.01,116711.89,10.77032955
1758078600000,116711.89,116778,116684,116750.74,11.27966416
1758078900000,116750.75,116800,116711.9,116711.92,3.53483591
1758079200000,116711.92,116731.67,116641.61,116644.51,13.35253371
1758079500000,116644.5,116692.11,116506.26,116570.77,32.68630173
1758079800000,116576,116622.06,116519.02,116610.05,15.20384451
1758080100000,116610.05,116631.74,116517,116538.5,10.49462402
1758080400000,116538.49,116541.3,116493.19,116521.89,4.24529242
1758080700000,116521.89,116543.75,116469.78,116513.63,10.99273947
1758081000000,116513.63,116513.63,116434.97,116487.93,15.18508101
1758081300000,116490.11,116499.97,116411.29,116415.29,12.55746433
1758081600000,116415.29,116487.33,116408.34,116484.41,5.89594465
1758081900000,116484.4,116535.02,116445,116452.82,11.22112006
1758082200000,116452.83,116482.05,116452.82,116482.05,6.5423352
1758082500000,116482.05,116482.05,116360.02,116364.26,8.42113733
1758082800000,116364.26,116400,116354.66,116362.81,10.66722337
1758083100000,116362.81,116379.97,116345.54,116377.56,7.63050567
1758083400000,116373.79,116373.82,116314.85,116314.85,8.0969503
1758083700000,116314.86,116334.03,116300.31,116300.32,1.91889471
1758084000000,116300.31,116300.32,116257.7,116287.7,9.20909747
1758084300000,116287.69,116287.69,116207.58,116211.02,13.70840095
1758084600000,116210.02,116333.64,116200.62,116322.47,16.68907471
1758084900000,116322.48,116445.7,116322.47,116366.8,10.6376811
1758085200000,116366.8,116575.35,116365.01,116537.68,20.27269344
1758085500000,116537.68,116642.65,116472.02,116627.69,41.23349789
1758085800000,116627.69,116649.37,116580.17,116609.36,12.06497774
1758086100000,116612.98,116720.54,116576.9,116650.05,31.53842784
1758086400000,116650.05,116659.71,116571.7,116597.83,6.2052536
1758086700000,116597.84,116693.5,116597.84,116612.75,7.23846524
1758087000000,116612.75,116711.89,116612.74,116659.71,10.54774073
1758087300000,116660.01,116742.31,116660.01,116737,6.39437599
1758087600000,116737,116751.45,116672.32,116740.39,13.30868931
1758087900000,116740.38,117130.83,116637.33,116883.14,128.30525854
1758088200000,116883.13,117008.59,116870.15,116998.01,34.14343826
1758088500000,116998.01,117250,116998,117164.07,67.55732229
1758088800000,117164.05,117277.05,117129.55,117203.46,66.34384705
1758089100000,117198.9,117217.27,117067.86,117074.14,22.21332447
1758089400000,117074.15,117147.05,117058.04,117111.9,9.44807339
1758089700000,117111.91,117145.25,117052.52,117059.25,21.48860978
1758090000000,117064.72,117156.93,117048,117116.65,18.50586167
1758090300000,117116.66,117193.13,117096.36,117097.61,10.38769812
1758090600000,117097.61,117117.82,117020.07,117048.03,10.73759048
1758090900000,117048.03,117199.97,117048.03,117198,12.30643937
1758091200000,117198,117226.19,117169.51,117200,17.47678621
1758091500000,117199.99,117210,117082.84,117131.51,7.48843095
1758091800000,117131.5,117214.34,117117.38,117214.33,6.68321932
1758092100000,117214.34,117327.24,117197.21,117275.97,24.85207583
1758092400000,117275.97,117300.54,117156.71,117211.09,17.65214658
1758092700000,117211.09,117285.51,117170.01,117264.73,8.05217351
1758093000000,117264.73,117270.01,117167.68,117221.35,12.01533682
1758093300000,117221.35,117299.99,117221.35,117296,15.07956524
1758093600000,117296,117324.49,117268.01,117268.01,11.16790618
1758093900000,117268,117291.69,117201.43,117275.63,17.63381158
1758094200000,117275.63,117312.94,117206.39,117242.37,9.967384
1758094500000,117242.37,117300.98,117226.18,117274.24,6.70744253
1758094800000,117274.23,117279.64,117236.09,117239.97,7.58421928
1758095100000,117237.04,117279.96,117231.13,117260.07,7.90150684
1758095400000,117260.09,117288.68,117234.42,117243.12,7.26759523
1758095700000,117240.46,117257.08,117196.5,117208.39,6.51587167
1758096000000,117208.4,117261.66,117143.12,117150.12,13.71168825
1758096300000,117150.11,117154.42,117058.52,117118.02,11.34737339
1758096600000,117118.03,117140.09,117030.51,117033.44,8.68726067
1758096900000,117036.01,117060,117000.12,117003.69,5.46043118
1758097200000,117003.69,117073.4,116973.1,117018.72,7.69470504
1758097500000,117018.49,117024.12,116934.47,116934.48,6.65160017
1758097800000,116934.48,116943.23,116732.76,116793.93,38.50649958
1758098100000,116797.76,116880.37,116731.66,116827.26,17.05324314
1758098400000,116827.26,116859.99,116723.66,116791.01,20.34936135
1758098700000,116791.02,116835.99,116764.32,116816.9,10.09097789
1758099000000,116816.9,116880.02,116811.99,116865.43,5.88882393
1758099300000,116865.43,116922.04,116825.08,116886.26,8.70754332
1758099600000,116886.26,116886.26,116766.95,116791.99,22.60743613
1758099900000,116791.99,116802,116728.34,116728.34,4.56911184
1758100200000,116728.35,116759.99,116726.01,116741.98,7.08090629
1758100500000,116741.98,116748.12,116724.97,116748.11,5.13176068
1758100800000,116755.17,116795.81,116673.27,116795.81,13.9087107
1758101100000,116795.8,116808.06,116777.96,116793.63,5.36154645
1758101400000,116800.69,116805.06,116741.56,116779.56,7.54467674
1758101700000,116779.55,116788.58,116741.56,116788.58,5.63466053
1758102000000,116788.58,116820.67,116721.78,116721.78,6.47169746
1758102300000,116721.78,116737.5,116604.22,116606.13,8.15384252
1758102600000,116606.13,116652.55,116599,116646,10.72157964
1758102900000,116646,116646,116584,116586.25,3.49263749
1758103200000,116586.25,116642.66,116562.26,116573.54,12.03907226
1758103500000,116573.54,116611.6,116551.27,116554.58,8.12240863
1758103800000,116554.58,116571.38,116500.94,116507.73,7.07256124
1758104100000,116507.73,116519.82,116493.54,116493.54,5.73587324
1758104400000,116493.54,116493.54,116431.2,116433.85,4.54360739
1758104700000,116433.85,116467.8,116429.2,116429.21,15.254552
1758105000000,116429.21,116490.71,116429.21,116476.1,17.07050776
1758105300000,116476.1,116476.1,116416.58,116418.93,5.33457491
1758105600000,116418.93,116445.98,116397.69,116423.98,17.06582986
1758105900000,116423.98,116423.98,116379.2,116407.95,6.39753908
1758106200000,116397.62,116397.62,116285.53,116345.02,21.84119849
1758106500000,116345.02,116388.27,116339.61,116388.27,13.08268419
1758106800000,116388.27,116404,116287.16,116300,9.71999968
1758107100000,116307.87,116372.62,116290,116365.69,8.25977291
1758107400000,116365.69,116370.09,116301.6,116370.09,4.62772465
1758107700000,116369.63,116369.63,116306.4,116311.37,4.34442145
1758108000000,116311.37,116385.13,116270.01,116362.02,7.47013067
1758108300000,116362.01,116362.02,116311.99,116353.61,6.06826997
1758108600000,116353.6,116357.89,116315.22,116318.09,5.52638815
1758108900000,116319.25,116336.91,116303.42,116321.99,9.78070439
1758109200000,116322,116344.35,116304.58,116317.85,5.82871772
1758109500000,116317.85,116385.13,116317.85,116354.91,5.11601728
1758109800000,116354.91,116357.31,116287.15,116306.09,12.19349193
1758110100000,116306.09,116306.09,116263.9,116278.64,6.09065017
1758110400000,116278.63,116302.78,116260,116279.75,13.03345404
1758110700000,116279.75,116281.68,116220.16,116225.27,7.82799252
1758111000000,116225.28,116387.39,116225.27,116368.15,10.84003802
1758111300000,116368.15,116368.16,116248.66,116281.21,27.49535227
1758111600000,116281.21,116332.12,116257.42,116332.12,9.53421654
